name1,name2,discovery date,uniport1,uniport2,id1,id2
ESR2,NUDT2,"datetime(2015, 6, 1, 0, 0)",Q92731,P50583,100229,113950
SRPK1,CHTOP,"datetime(2015, 4, 7, 0, 0)",Q96SB4,Q9Y3Y2,101000,110425
MNDA,STAU1,"datetime(2015, 2, 9, 0, 0)",P41218,O95793,100095,110291
SLC38A1,HLA-C,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P30508,112297,104025
AATK,DNAJA1,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,P31689,112373,101661
IFI16,NOP58,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9Y2X3,102038,101923
PYHIN1,SAFB2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q14151,100916,105642
CLASP2,AKT1,"datetime(2015, 3, 27, 0, 0)",O75122,P31749,116154,112440
PYHIN1,NUMA1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q14980,100916,105525
ESR2,KLHL41,"datetime(2015, 6, 1, 0, 0)",Q92731,O60662,100229,115940
MNDA,DDX50,"datetime(2015, 2, 9, 0, 0)",P41218,Q9BQ39,100095,114920
PYHIN1,MCM4,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P33991,100916,106063
CASP8,KLK9,"datetime(2015, 3, 27, 0, 0)",Q14790,Q9UKQ9,100527,105870
ST14,AKT1,"datetime(2015, 3, 27, 0, 0)",Q9Y5Y6,P31749,103630,112440
IFI16,EBNA1BP2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q99848,102038,102434
IKBKE,CCT2,"datetime(2015, 4, 7, 0, 0)",Q14164,P78371,101861,106704
BOP1,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q14137,Q9UKB1,114756,111849
YBX1,NOP58,"datetime(2015, 2, 6, 0, 0)",P67809,Q9Y2X3,106757,101923
PYHIN1,PELP1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q8IZL8,100916,108285
WEE1,SPTBN1,"datetime(2015, 4, 7, 0, 0)",P30291,Q01082,112465,107690
ERBB2,STK24,"datetime(2015, 3, 27, 0, 0)",P04626,Q9Y6E0,110434,108402
MNDA,EXOSC3,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NQT5,100095,110327
PYHIN1,HSPG2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P98160,100916,103198
ESR1,PSMC1,"datetime(2015, 6, 1, 0, 0)",P03372,P62191,102503,102642
MAST3,EIF2S1,"datetime(2015, 4, 7, 0, 0)",O60307,P05198,107245,105854
CHEK2,DIRAS3,"datetime(2015, 3, 27, 0, 0)",O96017,O95661,108135,105935
MNDA,DDX21,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NR30,100095,101618
ESR2,RPLP0P6,"datetime(2015, 6, 1, 0, 0)",Q92731,Q8NHW5,100229,104266
PYHIN1,YWHAH,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q04917,100916,104048
ESR1,FASN,"datetime(2015, 6, 1, 0, 0)",P03372,P49327,102503,114802
MNDA,GTPBP4,"datetime(2015, 2, 9, 0, 0)",P41218,Q9BZE4,100095,108711
TFF1,RAD51,"datetime(2015, 3, 27, 0, 0)",P04155,Q06609,109149,108507
ESR2,HADHA,"datetime(2015, 6, 1, 0, 0)",Q92731,P40939,100229,102321
MNDA,AATF,"datetime(2015, 2, 9, 0, 0)",P41218,Q9NY61,100095,114902
MAP4K3,PCBP1,"datetime(2015, 4, 7, 0, 0)",Q8IVH8,Q15365,115075,110371
HSPE1,ABL1,"datetime(2015, 4, 7, 0, 0)",P61604,P00519,110611,104641
CACNA2D2,USP2,"datetime(2015, 9, 1, 0, 0)",Q9NY47,O75604,106907,107990
SLC38A1,HSD17B12,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q53GQ0,112297,114959
YBX1,HNRNPL,"datetime(2015, 2, 6, 0, 0)",P67809,Q6NTA2,106757,111143
BLID,AURKA,"datetime(2015, 3, 27, 0, 0)",Q8IZY5,O14965,115505,105171
AATK,DNAJA3,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,Q96EY1,112373,104772
FAM84B,NOTCH2,"datetime(2015, 3, 27, 0, 0)",Q96KN1,Q04721,115729,106892
AATK,SLC25A13,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,Q9UJS0,112373,104087
IFI16,NUDT5,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9UKK9,102038,115008
ERBB2,LYPD3,"datetime(2015, 3, 27, 0, 0)",P04626,O95274,110434,114237
ESR2,SNED1,"datetime(2015, 6, 1, 0, 0)",Q92731,Q8TER0,100229,111584
MNDA,DDX51,"datetime(2015, 2, 9, 0, 0)",P41218,Q8N8A6,100095,111977
YBX1,SPECC1L,"datetime(2015, 2, 6, 0, 0)",P67809,Q69YQ0,106757,114139
PYHIN1,NR2C2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P49116,100916,101954
MNDA,RBM34,"datetime(2015, 2, 9, 0, 0)",P41218,P42696,100095,100653
AIM2,RREB1,"datetime(2015, 2, 9, 0, 0)",O14862,Q92766,112084,105134
AIM2,TFE3,"datetime(2015, 2, 9, 0, 0)",O14862,P19532,112084,110618
AIM2,RNH1,"datetime(2015, 2, 9, 0, 0)",O14862,P13489,112084,108800
KLK7,CCND1,"datetime(2015, 3, 27, 0, 0)",P49862,P24385,103129,103741
RAF1,MRC2,"datetime(2015, 3, 27, 0, 0)",P04049,Q9UBG0,103651,109060
IFI16,NARS,"datetime(2015, 2, 9, 0, 0)",Q16666,O43776,102038,111303
IFI16,UCHL1,"datetime(2015, 2, 9, 0, 0)",Q16666,P09936,102038,110630
ESR2,KRT85,"datetime(2015, 6, 1, 0, 0)",Q92731,P78386,100229,109807
ST14,APC,"datetime(2015, 3, 27, 0, 0)",Q9Y5Y6,P25054,103630,115867
TSSK6,TCP1,"datetime(2015, 4, 7, 0, 0)",Q9BXA6,P17987,104185,115942
ERBB2,PRDM14,"datetime(2015, 3, 27, 0, 0)",P04626,Q9GZV8,110434,109440
HOXC6,BCAR3,"datetime(2015, 3, 27, 0, 0)",P09630,O75815,107652,111502
ATP5F1,BLK,"datetime(2015, 4, 7, 0, 0)",P24539,P51451,115780,115130
WHSC1L1,AKT1,"datetime(2015, 3, 27, 0, 0)",Q9BZ95,P31749,113903,112440
RB1CC1,RNF20,"datetime(2015, 3, 27, 0, 0)",Q8TDY2,Q5VTR2,108235,104822
MNDA,HIST1H1E,"datetime(2015, 2, 9, 0, 0)",P41218,P10412,100095,109223
PYHIN1,UCHL1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P09936,100916,110630
IKBKE,CCT8,"datetime(2015, 4, 7, 0, 0)",Q14164,P50990,101861,115295
BLID,CDH1,"datetime(2015, 3, 27, 0, 0)",Q8IZY5,P12830,115505,107212
TBC1D4,FBXW11,"datetime(2015, 1, 1, 0, 0)",O60343,Q9UKB1,107885,111849
PAK1,PYCARD,"datetime(2015, 1, 1, 0, 0)",Q13153,Q9ULZ3,103174,112846
MNDA,PNP,"datetime(2015, 2, 9, 0, 0)",P41218,P00491,100095,101820
YBX1,PRPF19,"datetime(2015, 2, 6, 0, 0)",P67809,Q9UMS4,106757,104148
EPSTI1,AKT1,"datetime(2015, 3, 27, 0, 0)",Q96J88,P31749,110334,112440
TGFB1,CCL5,"datetime(2015, 3, 27, 0, 0)",P01137,P13501,102253,103529
PAX2,IL13RA2,"datetime(2015, 3, 27, 0, 0)",Q02962,Q14627,111327,101987
ATM,NREP,"datetime(2015, 3, 27, 0, 0)",Q13315,Q16612,115411,114371
MNDA,GLYR1,"datetime(2015, 2, 9, 0, 0)",P41218,Q49A26,100095,113551
ESR1,PSMC2,"datetime(2015, 6, 1, 0, 0)",P03372,P35998,102503,100924
IFI16,NSA2,"datetime(2015, 2, 9, 0, 0)",Q16666,O95478,102038,106035
IFI16,NSUN2,"datetime(2015, 2, 9, 0, 0)",Q16666,Q08J23,102038,111564
ARAF,CTNNA1,"datetime(2015, 4, 7, 0, 0)",P10398,P35221,105149,111578
PSMC3IP,TGFB1,"datetime(2015, 3, 27, 0, 0)",Q9P2W1,P01137,113935,102253
SLC38A2,ATP5J,"datetime(2015, 3, 26, 0, 0)",Q96QD8,P18859,114069,113074
AIM2,TCF20,"datetime(2015, 2, 9, 0, 0)",O14862,Q9UGU0,112084,115390
ESR1,ANGPTL4,"datetime(2015, 3, 27, 0, 0)",P03372,Q9BY76,102503,103670
MNDA,KRR1,"datetime(2015, 2, 9, 0, 0)",P41218,Q13601,100095,113901
AURKA,S100A14,"datetime(2015, 3, 27, 0, 0)",O14965,Q9HCY8,105171,101453
AATK,HSPB1,"datetime(2015, 4, 7, 0, 0)",Q6ZMQ8,P04792,112373,107064
MNDA,ATXN2L,"datetime(2015, 2, 9, 0, 0)",P41218,Q8WWM7,100095,115440
IRAK1,CCT4,"datetime(2015, 4, 7, 0, 0)",P51617,P50991,110648,115294
YBX1,RBM14,"datetime(2015, 2, 6, 0, 0)",P67809,Q96PK6,106757,106603
ESR1,SEC22B,"datetime(2015, 6, 1, 0, 0)",P03372,O75396,102503,100252
ATAD2,BAG4,"datetime(2015, 3, 27, 0, 0)",Q6PL18,O95429,104382,110877
AIM2,CAMK2D,"datetime(2015, 2, 9, 0, 0)",O14862,Q13557,112084,113466
PDXP,STK11,"datetime(2015, 3, 27, 0, 0)",Q96GD0,Q15831,113473,102452
MNDA,NSA2,"datetime(2015, 2, 9, 0, 0)",P41218,O95478,100095,106035
NAT2,STK11,"datetime(2015, 3, 27, 0, 0)",P11245,Q15831,116160,102452
ESR2,PSMC4,"datetime(2015, 6, 1, 0, 0)",Q92731,P43686,100229,114458
PYHIN1,SDC1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P18827,100916,114072
IFI16,S100A8,"datetime(2015, 2, 9, 0, 0)",Q16666,P05109,102038,116219
SULT4A1,AKT1,"datetime(2015, 3, 27, 0, 0)",Q9BR01,P31749,100194,112440
UCHL1,AKT1,"datetime(2015, 3, 27, 0, 0)",P09936,P31749,110630,112440
BUB1B,ANAPC2,"datetime(2015, 4, 7, 0, 0)",O60566,Q9UJX6,115999,106197
AGR3,TGFB1,"datetime(2015, 3, 27, 0, 0)",Q8TD06,P01137,106589,102253
MNDA,LAS1L,"datetime(2015, 2, 9, 0, 0)",P41218,Q9Y4W2,100095,114847
AKT1,OSGIN1,"datetime(2015, 3, 27, 0, 0)",P31749,Q9UJX0,112440,101043
FBXW11,MTSS1L,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q765P7,111849,101306
THEMIS,GRB2,"datetime(2015, 2, 3, 0, 0)",Q8N1K5,P62993,100101,113112
SLC38A1,MT-CO2,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P00403,112297,115354
PYHIN1,TMPO,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P42166,100916,114836
TYK2,RAN,"datetime(2015, 4, 7, 0, 0)",P29597,P62826,101260,100374
PYHIN1,SATB1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q01826,100916,114825
FBXW11,AXIN2,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q9Y2T1,111849,101123
CST3,CST3,"datetime(2015, 1, 2, 0, 0)",P01034,P01034,104493,104493
IL24,ATM,"datetime(2015, 3, 27, 0, 0)",Q13007,Q13315,108551,115411
YBX1,NUFIP2,"datetime(2015, 2, 6, 0, 0)",P67809,Q7Z417,106757,114378
YBX1,NOP56,"datetime(2015, 2, 6, 0, 0)",P67809,A0PJ92,106757,116520
YBX1,EEF1G,"datetime(2015, 2, 6, 0, 0)",P67809,P26641,106757,104211
SUMO2,TBK1,"datetime(2015, 1, 1, 0, 0)",P61956,Q9UHD2,102300,108725
MAPK8,CCT2,"datetime(2015, 4, 7, 0, 0)",P45983,P78371,111093,106704
MT-CYB,KRAS,"datetime(2015, 3, 27, 0, 0)",P00156,P01116,114175,110861
TGFB1,SCGB3A1,"datetime(2015, 3, 27, 0, 0)",P01137,Q96QR1,102253,112925
MARK3,ALYREF,"datetime(2015, 4, 7, 0, 0)",P27448,Q86V81,108432,109128
AIM2,PML,"datetime(2015, 2, 9, 0, 0)",O14862,P29590,112084,101263
MNDA,LARP4B,"datetime(2015, 2, 9, 0, 0)",P41218,Q92615,100095,106541
IFI16,DNMT1,"datetime(2015, 2, 9, 0, 0)",Q16666,P26358,102038,107213
MAST3,PCBP1,"datetime(2015, 4, 7, 0, 0)",O60307,Q15365,107245,110371
RAD51,CDH13,"datetime(2015, 3, 27, 0, 0)",Q06609,P55290,108507,100447
MBD3,ZNF532,"datetime(2015, 5, 1, 0, 0)",O95983,Q9HCE3,110696,115105
ESR1,LANCL1,"datetime(2015, 6, 1, 0, 0)",P03372,O43813,102503,115360
ESR1,DARS,"datetime(2015, 6, 1, 0, 0)",P03372,P14868,102503,115765
MRC2,PTPN1,"datetime(2015, 3, 27, 0, 0)",Q9UBG0,P18031,109060,109850
CASP8,HBP1,"datetime(2015, 3, 27, 0, 0)",Q14790,O60381,100527,108453
ESR1,PSMD2,"datetime(2015, 6, 1, 0, 0)",P03372,Q13200,102503,104694
CYP17A1,PTPRJ,"datetime(2015, 3, 27, 0, 0)",P05093,Q12913,107457,113804
TP53,BCL6,"datetime(2015, 1, 1, 0, 0)",P04637,P41182,114765,111043
USP10,USP10,"datetime(2015, 5, 14, 0, 0)",Q14694,Q14694,115556,115556
IFI16,EXOSC10,"datetime(2015, 2, 9, 0, 0)",Q16666,Q01780,102038,101669
BLK,PHB2,"datetime(2015, 4, 7, 0, 0)",P51451,Q99623,115130,101835
ESR2,RPL14,"datetime(2015, 6, 1, 0, 0)",Q92731,P50914,100229,116499
MNDA,PDCD11,"datetime(2015, 2, 9, 0, 0)",P41218,Q14690,100095,115559
SLC38A1,TUBA1A,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q71U36,112297,104755
ESR2,HYOU1,"datetime(2015, 6, 1, 0, 0)",Q92731,Q9Y4L1,100229,110148
ESR2,ARCN1,"datetime(2015, 6, 1, 0, 0)",Q92731,P48444,100229,110798
CCL5,PTPN1,"datetime(2015, 3, 27, 0, 0)",P13501,P18031,103529,109850
IGF1R,MTA3,"datetime(2015, 3, 27, 0, 0)",P08069,Q9BTC8,104790,106413
ESR2,BRD3,"datetime(2015, 6, 1, 0, 0)",Q92731,Q15059,100229,105703
ESR2,RPL12,"datetime(2015, 6, 1, 0, 0)",Q92731,P30050,100229,113373
GBF1,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q92538,Q9UKB1,112370,111849
CDH1,MTA3,"datetime(2015, 3, 27, 0, 0)",P12830,Q9BTC8,107212,106413
AIM2,SKIV2L2,"datetime(2015, 2, 9, 0, 0)",O14862,P42285,112084,107709
PPM1D,ERRFI1,"datetime(2015, 3, 27, 0, 0)",O15297,Q9UJM3,108980,102953
KLK7,PTPRJ,"datetime(2015, 3, 27, 0, 0)",P49862,Q12913,103129,113804
APPBP2,IKBKE,"datetime(2015, 4, 7, 0, 0)",Q92624,Q14164,110249,101861
SIK2,SLC25A13,"datetime(2015, 4, 7, 0, 0)",Q9H0K1,Q9UJS0,112695,104087
AIM2,H1FX,"datetime(2015, 2, 9, 0, 0)",O14862,Q92522,112084,100107
MGRN1,APBB1,"datetime(2015, 4, 1, 0, 0)",O60291,O00213,114315,112891
AIM2,MOV10,"datetime(2015, 2, 9, 0, 0)",O14862,Q9HCE1,112084,115103
XRCC3,TFF1,"datetime(2015, 3, 27, 0, 0)",O43542,P04155,103225,109149
MNDA,DDX54,"datetime(2015, 2, 9, 0, 0)",P41218,Q8TDD1,100095,114213
IFI16,UTP6,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9NYH9,102038,105027
CTNNA1,FBXW11,"datetime(2015, 1, 1, 0, 0)",P35221,Q9UKB1,111578,111849
TNK1,YWHAZ,"datetime(2015, 4, 7, 0, 0)",Q13470,P63104,105784,111046
DNAJA2,IRAK1,"datetime(2015, 4, 7, 0, 0)",O60884,P51617,113946,110648
AKT1,PRKCB,"datetime(2015, 3, 27, 0, 0)",P31749,P05771,112440,107209
STK11,CCDC136,"datetime(2015, 4, 7, 0, 0)",Q15831,Q96JN2,102452,108283
CHEK2,PRDM14,"datetime(2015, 3, 27, 0, 0)",O96017,Q9GZV8,108135,109440
YBX1,EEF1A1,"datetime(2015, 2, 6, 0, 0)",P67809,P68104,106757,107332
MNDA,PABPC4,"datetime(2015, 2, 9, 0, 0)",P41218,Q13310,100095,115410
IFI16,NIFK,"datetime(2015, 2, 9, 0, 0)",Q16666,Q9BYG3,102038,115461
BLID,FGFR4,"datetime(2015, 3, 27, 0, 0)",Q8IZY5,P22455,115505,109324
IFI16,DDX27,"datetime(2015, 2, 9, 0, 0)",Q16666,Q96GQ7,102038,107439
SGK2,CCT5,"datetime(2015, 4, 7, 0, 0)",Q9HBY8,P48643,114230,114575
TACC1,FBXW11,"datetime(2015, 1, 1, 0, 0)",O75410,Q9UKB1,104479,111849
MAP4K4,MINK1,"datetime(2015, 4, 7, 0, 0)",O95819,Q8N4C8,115497,111024
YBX1,PAR1B,"datetime(2015, 2, 6, 0, 0)",P67809,A9CP04,106757,106282
IFI16,VARS,"datetime(2015, 2, 9, 0, 0)",Q16666,P26640,102038,104210
TWIST1,BCL6,"datetime(2015, 1, 1, 0, 0)",Q15672,P41182,105495,111043
PYHIN1,ZNF646,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,O15015,100916,111538
AIM2,HAT1,"datetime(2015, 2, 9, 0, 0)",O14862,O14929,112084,104558
ESR2,CAD,"datetime(2015, 6, 1, 0, 0)",Q92731,P27708,100229,116277
ESR1,CSRP1,"datetime(2015, 3, 27, 0, 0)",P03372,P21291,102503,109602
PPP2CA,SETBP1,"datetime(2015, 4, 1, 0, 0)",P67775,Q9Y6X0,113865,113270
ERRFI1,FGFR4,"datetime(2015, 3, 27, 0, 0)",Q9UJM3,P22455,102953,109324
CCNI,AKT1,"datetime(2015, 3, 27, 0, 0)",Q14094,P31749,105760,112440
PDLIM2,AURKA,"datetime(2015, 3, 27, 0, 0)",Q96JY6,O14965,102777,105171
SLC38A1,SFXN4,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q6P4A7,112297,104741
ESR2,KRT37,"datetime(2015, 6, 1, 0, 0)",Q92731,O76014,100229,106099
ESR1,PSMC4,"datetime(2015, 6, 1, 0, 0)",P03372,P43686,102503,114458
MNDA,LARP1,"datetime(2015, 2, 9, 0, 0)",P41218,Q6PKG0,100095,106093
PLP1,AKT1,"datetime(2015, 3, 27, 0, 0)",P60201,P31749,110110,112440
ESR2,RARB,"datetime(2015, 6, 1, 0, 0)",Q92731,P10826,100229,105779
TSG101,KLK5,"datetime(2015, 3, 27, 0, 0)",Q99816,Q9Y337,115385,115783
CDK2AP1,GATAD2A,"datetime(2015, 5, 1, 0, 0)",O14519,Q86YP4,103697,114495
ERBB2,KLK5,"datetime(2015, 3, 27, 0, 0)",P04626,Q9Y337,110434,115783
RHOBTB2,PTPN1,"datetime(2015, 3, 27, 0, 0)",Q9BYZ6,P18031,107229,109850
SLC38A9,RRAGB,"datetime(2015, 3, 26, 0, 0)",Q8NBW4,Q5VZM2,107436,112680
ESR1,CCDC6,"datetime(2015, 6, 1, 0, 0)",P03372,Q16204,102503,107141
ATM,OSGIN1,"datetime(2015, 3, 27, 0, 0)",Q13315,Q9UJX0,115411,101043
YBX1,DDX18,"datetime(2015, 2, 6, 0, 0)",P67809,Q4ZG72,106757,109124
IFI16,CENPV,"datetime(2015, 2, 9, 0, 0)",Q16666,Q7Z7K6,102038,111930
PTEN,IL24,"datetime(2015, 3, 27, 0, 0)",P60484,Q13007,107347,108551
PRKCZ,LLGL2,"datetime(2015, 4, 7, 0, 0)",Q05513,Q6P1M3,109176,100633
ESR2,ACTN4,"datetime(2015, 6, 1, 0, 0)",Q92731,O43707,100229,107701
SLC38A1,AFG3L2,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,Q9Y4W6,112297,115702
SLC38A9,SURF4,"datetime(2015, 3, 26, 0, 0)",Q8NBW4,O15260,107436,107753
ESR2,FLG2,"datetime(2015, 6, 1, 0, 0)",Q92731,Q5D862,100229,114393
RASL10B,TSG101,"datetime(2015, 3, 27, 0, 0)",Q96S79,Q99816,113658,115385
IFI16,TBL3,"datetime(2015, 2, 9, 0, 0)",Q16666,Q12788,102038,106928
BCAS3,STK11,"datetime(2015, 3, 27, 0, 0)",Q9H6U6,Q15831,104854,102452
IFI16,HIST1H1C,"datetime(2015, 2, 9, 0, 0)",Q16666,P16403,102038,116517
HLA-A,IRAK1,"datetime(2015, 4, 7, 0, 0)",P01892,P51617,105212,110648
CASP8,SERPINB5,"datetime(2015, 3, 27, 0, 0)",Q14790,P36952,100527,110022
MNDA,NOC3L,"datetime(2015, 2, 9, 0, 0)",P41218,Q8WTT2,100095,115866
ESR2,NFKB2,"datetime(2015, 6, 1, 0, 0)",Q92731,Q00653,100229,105851
YBX1,ELAVL1,"datetime(2015, 2, 6, 0, 0)",P67809,Q15717,106757,112400
RAF1,CALU,"datetime(2015, 4, 7, 0, 0)",P04049,O43852,103651,115924
PDLIM2,BCAR3,"datetime(2015, 3, 27, 0, 0)",Q96JY6,O75815,102777,111502
ERRFI1,BAG4,"datetime(2015, 3, 27, 0, 0)",Q9UJM3,O95429,102953,110877
PYHIN1,SMARCA1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P28370,100916,100980
PAX2,WHSC1L1,"datetime(2015, 3, 27, 0, 0)",Q02962,Q9BZ95,111327,113903
TSSK6,CCT5,"datetime(2015, 4, 7, 0, 0)",Q9BXA6,P48643,104185,114575
SYK,IL17RA,"datetime(2015, 2, 1, 0, 0)",P43405,Q96F46,114134,106756
RHOBTB2,ERBB2,"datetime(2015, 3, 27, 0, 0)",Q9BYZ6,P04626,107229,110434
BLK,EEF1E1,"datetime(2015, 4, 7, 0, 0)",P51451,O43324,115130,108608
CYP17A1,IGF1R,"datetime(2015, 3, 27, 0, 0)",P05093,P08069,107457,104790
JAK2,SLC2A1,"datetime(2015, 4, 7, 0, 0)",O60674,P11166,103401,105287
ERBB2,GMPR2,"datetime(2015, 3, 27, 0, 0)",P04626,Q9P2T1,110434,101054
RAD51,UMPS,"datetime(2015, 3, 27, 0, 0)",Q06609,P11172,108507,113199
PYHIN1,UBN2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q6ZU65,100916,102736
FBXW11,STK3,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q13188,111849,113740
BUB1B,BAG2,"datetime(2015, 4, 7, 0, 0)",O60566,O95816,115999,115498
DAPK1,TMOD3,"datetime(2015, 4, 7, 0, 0)",P53355,Q9NYL9,114750,105631
SLC36A1,ATP5J,"datetime(2015, 3, 26, 0, 0)",Q7Z2H8,P18859,111472,113074
FBXW11,DHX9,"datetime(2015, 1, 1, 0, 0)",Q9UKB1,Q08211,111849,115481
ARAF,EEF2,"datetime(2015, 4, 7, 0, 0)",P10398,P13639,105149,104771
MNDA,NOL8,"datetime(2015, 2, 9, 0, 0)",P41218,Q76FK4,100095,105123
MAST1,YWHAZ,"datetime(2015, 4, 7, 0, 0)",Q9Y2H9,P63104,109125,111046
ESR2,MCM2,"datetime(2015, 6, 1, 0, 0)",Q92731,P49736,100229,101622
CASP8,WHSC1L1,"datetime(2015, 3, 27, 0, 0)",Q14790,Q9BZ95,100527,113903
IFI16,DDX10,"datetime(2015, 2, 9, 0, 0)",Q16666,Q13206,102038,104696
MNDA,CTCF,"datetime(2015, 2, 9, 0, 0)",P41218,P49711,100095,109641
ABL1,DRG1,"datetime(2015, 4, 7, 0, 0)",P00519,Q9Y295,104641,100200
IFI16,UTP20,"datetime(2015, 2, 9, 0, 0)",Q16666,O75691,102038,104817
FNIP1,FBXW11,"datetime(2015, 1, 1, 0, 0)",Q8TF40,Q9UKB1,108103,111849
MNDA,UTP15,"datetime(2015, 2, 9, 0, 0)",P41218,Q8TED0,100095,100668
MNDA,RRP1B,"datetime(2015, 2, 9, 0, 0)",P41218,Q14684,100095,111194
JAK3,NAP1L4,"datetime(2015, 4, 7, 0, 0)",P52333,Q99733,101659,111924
ESR1,PRKCSH,"datetime(2015, 6, 1, 0, 0)",P03372,P14314,102503,112180
NOTCH2,ST14,"datetime(2015, 3, 27, 0, 0)",Q04721,Q9Y5Y6,106892,103630
PYHIN1,MBD1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q9UIS9,100916,110578
AIM2,GTF2I,"datetime(2015, 2, 9, 0, 0)",O14862,P78347,112084,104464
PYHIN1,PEO1,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,Q96RR1,100916,104379
PYHIN1,NR2F2,"datetime(2015, 2, 9, 0, 0)",Q6K0P9,P24468,100916,114858
CASP8,YBX1,"datetime(2015, 3, 27, 0, 0)",Q14790,P67809,100527,106757
PHB,CASC3,"datetime(2015, 3, 27, 0, 0)",P35232,O15234,115933,115785
JAK2,UBP1,"datetime(2015, 4, 7, 0, 0)",O60674,Q9NZI7,103401,100717
AURKA,ERRFI1,"datetime(2015, 3, 27, 0, 0)",O14965,Q9UJM3,105171,102953
CDH1,BEX1,"datetime(2015, 3, 27, 0, 0)",P12830,Q9HBH7,107212,107635
IFI16,NOP14,"datetime(2015, 2, 9, 0, 0)",Q16666,P78316,102038,115347
IL24,RB1CC1,"datetime(2015, 3, 27, 0, 0)",Q13007,Q8TDY2,108551,108235
SLC38A1,ATP5O,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P48047,112297,114799
WT1,DIRAS3,"datetime(2015, 3, 27, 0, 0)",P19544,O95661,106931,105935
DAPK1,CORO1C,"datetime(2015, 4, 7, 0, 0)",P53355,Q9ULV4,114750,111057
SMAD4,IL24,"datetime(2015, 3, 27, 0, 0)",Q13485,Q13007,101994,108551
BAG4,DIRAS3,"datetime(2015, 3, 27, 0, 0)",O95429,O95661,110877,105935
ESR1,CXCL1,"datetime(2015, 3, 27, 0, 0)",P03372,P09341,102503,107952
LSP1,IL24,"datetime(2015, 3, 27, 0, 0)",P33241,Q13007,105228,108551
ESR1,PSMD1,"datetime(2015, 6, 1, 0, 0)",P03372,Q99460,102503,114617
ESR2,SEC22B,"datetime(2015, 6, 1, 0, 0)",Q92731,O75396,100229,100252
ESR1,LPCAT1,"datetime(2015, 6, 1, 0, 0)",P03372,Q8NF37,102503,105069
ESR2,PSMD2,"datetime(2015, 6, 1, 0, 0)",Q92731,Q13200,100229,104694
STK11,ST14,"datetime(2015, 3, 27, 0, 0)",Q15831,Q9Y5Y6,102452,103630
SLC38A1,HLA-C,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P10321,112297,109964
ATM,ACTL6B,"datetime(2015, 3, 27, 0, 0)",Q13315,O94805,115411,110582
YBX1,TDRD3,"datetime(2015, 2, 6, 0, 0)",P67809,Q9H7E2,106757,105430
IFI16,H1FX,"datetime(2015, 2, 9, 0, 0)",Q16666,Q92522,102038,100107
ESR1,PRDX3,"datetime(2015, 6, 1, 0, 0)",P03372,P30048,102503,101070
ESR2,MIA3,"datetime(2015, 6, 1, 0, 0)",Q92731,Q5JRA6,100229,108095
KLK5,NOTCH2,"datetime(2015, 3, 27, 0, 0)",Q9Y337,Q04721,115783,106892
SGK2,CCT4,"datetime(2015, 4, 7, 0, 0)",Q9HBY8,P50991,114230,115294
MNDA,NOP56,"datetime(2015, 2, 9, 0, 0)",P41218,O00567,100095,109369
PYCARD,RIPK1,"datetime(2015, 1, 1, 0, 0)",Q9ULZ3,Q13546,112846,109207
SLC38A1,SEC61A1,"datetime(2015, 3, 26, 0, 0)",Q9H2H9,P61619,112297,106319
